"Admitted","Disposition_binary","Place","F_Aid","Species_e","Sex_e","Age_e","Brought_in_after","season","r","Green_Orange","ID"
"4/18/2016","Died","Lindsey","Yes","ANHU","Male",NA,0,"Spring","suspect torpor-like state","Non-selasphorus spp.","5581_ANHU"
"1/4/2014","Released","Lindsey","No","ANHU","Female-like ",NA,0,"Winter","found inside","Non-selasphorus spp.","4853_ANHU"
"3/2/2015","Died","malibu","No","Selasphorus","Male",NA,0,"Spring","found on the ground","Selasphorus spp.","6486_ALHU"
"1/28/2008","Died","Lindsey","No","ANHU","Male",NA,0,"Winter","window hit","Non-selasphorus spp.","3410_ANHU"
"5/3/1995","Died","Lindsey","Yes","ANHU","Female-like ",NA,0,"Spring","found on the ground","Non-selasphorus spp.","830_ANHU"
"6/14/2006","Released","Lindsey","No","Non-selasphorus","unknown",NA,0,"Summer","found on the ground","Non-selasphorus spp.","3109_ANHU"
"4/6/2012","Died","Lindsey","No","ANHU","Male",NA,1,"Spring","window hit","Non-selasphorus spp.","4416_ANHU"
"11/19/2016","Died","malibu","Yes","Selasphorus","Female-like ",NA,0,"Fall","caught by domestic animal","Selasphorus spp.","6825_ALHU"
"12/9/2014","Released","Lindsey","No","ANHU","Female-like ",NA,0,"Winter","found on the ground","Non-selasphorus spp.","5137_ANHU"
"6/28/2002","Died","Lindsey","Yes","ANHU","Female-like ",NA,0,"Summer","found on the ground","Non-selasphorus spp.","2294_ANHU"
"8/10/2003","Died","Lindsey","Yes","ANHU","Female-like ",NA,0,"Summer","caught by domestic animal","Non-selasphorus spp.","2556_ANHU"
"2/14/1995","Died","Lindsey","No","Non-selasphorus","unknown",NA,0,"Winter","nest-related","Non-selasphorus spp.","752_ANHU"
"11/23/2014","Died","Lindsey","Yes","ANHU","Male",NA,0,"Fall","found on the ground","Non-selasphorus spp.","5129_ANHU"
"12/17/1995","Died","Lindsey","No","ANHU","Female-like ",NA,0,"Winter","unknown","Non-selasphorus spp.","938_ANHU"
"3/7/2016","Died","Santa Barbara","No","Selasphorus","Female-like ",NA,0,"Spring","found on the ground","Selasphorus spp.","6848_ALHU"
"11/18/2012","Died","Lindsey","No","ANHU","Male",NA,0,"Fall","caught by domestic animal","Non-selasphorus spp.","4582_ANHU"
"7/10/2008","Died","Lindsey","No","ANHU","Female-like ",NA,0,"Summer","found on the ground","Non-selasphorus spp.","3553_ANHU"
"6/14/2014","Released","malibu","No","ANHU","Female-like ",NA,0,"Summer","unknown","Non-selasphorus spp.","6297_ANHU"
"5/8/2007","Released","Lindsey","Yes","Non-selasphorus","unknown",NA,1,"Spring","found on the ground","Non-selasphorus spp.","3280_ANHU"
"7/1/2010","Released","Lindsey","No","Non-selasphorus","unknown",NA,0,"Summer","found on the ground","Non-selasphorus spp.","4010_ANHU"
"6/19/2000","Released","Lindsey","Yes","Selasphorus","Female-like ",NA,1,"Summer","unknown","Selasphorus spp.","1859_ALHU"
"2/29/2016","Died","malibu","No","ANHU","Female-like ",NA,0,"Winter","found on the ground","Non-selasphorus spp.","6631_ANHU"
"12/3/2001","Died","Lindsey","No","ANHU","Female-like ",NA,0,"Winter","found on the ground","Non-selasphorus spp.","2139_ANHU"
"2/1/2005","Died","Lindsey","No","Non-selasphorus","unknown",NA,0,"Winter","caught by domestic animal","Non-selasphorus spp.","2792_ANHU"
"7/21/2012","Died","Lindsey","Yes","ANHU","Female-like ",NA,0,"Summer","caught by domestic animal","Non-selasphorus spp.","4539_ANHU"
"6/18/2008","Died","Lindsey","No","ANHU","Female-like ",NA,0,"Summer","found on the ground","Non-selasphorus spp.","3530_ANHU"
"7/24/2002","Died","Lindsey","Yes","ANHU","Female-like ",NA,0,"Summer","unknown","Non-selasphorus spp.","2315_ANHU"
"4/17/1991","Died","Lindsey","No","ANHU","Female-like ",NA,0,"Spring","found on the ground","Non-selasphorus spp.","78_ANHU"
"2/20/2015","Released","malibu","No","Selasphorus","unknown",NA,0,"Winter","found on the ground","Selasphorus spp.","6487_ALHU"
"4/15/2002","Died","Lindsey","No","ANHU","Female-like ",NA,1,"Spring","window hit","Non-selasphorus spp.","2216_ANHU"
"4/19/2015","Died","Lindsey","No","Selasphorus","Male",NA,0,"Spring","found on the ground","Selasphorus spp.","5282_ALHU"
"5/17/1999","Released","Lindsey","No","ANHU","Female-like ",NA,0,"Spring","found on the ground","Non-selasphorus spp.","1634_ANHU"
"7/24/2012","Died","Lindsey","No","ANHU","Male",NA,0,"Summer","found on the ground","Non-selasphorus spp.","4542_ANHU"
"10/30/2010","Released","Lindsey","Yes","ANHU","Female-like ",NA,0,"Fall","caught by domestic animal","Non-selasphorus spp.","4069_ANHU"
"3/18/2008","Died","Lindsey","No","ANHU","Female-like ",NA,0,"Spring","found on the ground","Non-selasphorus spp.","3435_ANHU"
"5/19/1998","Released","Lindsey","Yes","Non-selasphorus","unknown",NA,0,"Spring","nest-related","Non-selasphorus spp.","1419_ANHU"
"4/10/2016","Released","Lindsey","No","ANHU","Female-like ",NA,0,"Spring","found on the ground","Non-selasphorus spp.","5573_ANHU"
"10/14/2000","Died","Lindsey","No","ANHU","Female-like ",NA,0,"Fall","window hit","Non-selasphorus spp.","1914_ANHU"
"4/8/2010","Released","Lindsey","No","ANHU","Male",NA,0,"Spring","found inside","Non-selasphorus spp.","3907_ANHU"
"6/25/2006","Released","Lindsey","Yes","Non-selasphorus","unknown",NA,3,"Summer","found on the ground","Non-selasphorus spp.","3126_ANHU"
"5/9/2006","Released","Lindsey","Yes","ANHU","Female-like ",NA,1,"Spring","found on the ground","Non-selasphorus spp.","3089_ANHU"
"6/22/2010","Released","Lindsey","No","Non-selasphorus","unknown",NA,1,"Summer","nest-related","Non-selasphorus spp.","3996_ANHU"
"2/24/2006","Died","Lindsey","Yes","ANHU","Female-like ",NA,1,"Winter","found on the ground","Non-selasphorus spp.","3006_ANHU"
"4/2/2007","Died","Lindsey","No","ANHU","Female-like ",NA,0,"Spring","found on the ground","Non-selasphorus spp.","3241_ANHU"
"6/7/2016","Died","malibu","No","ANHU","Female-like ",NA,1,"Summer","nest-related","Non-selasphorus spp.","6751_ANHU"
"2/27/2007","Died","Lindsey","No","ANHU","Female-like ",NA,0,"Winter","found on the ground","Non-selasphorus spp.","3209_ANHU"
"6/10/1993","Died","Lindsey","Yes","ANHU","Female-like ",NA,1,"Summer","caught by domestic animal","Non-selasphorus spp.","491_ANHU"
"5/17/2010","Died","Lindsey","No","Non-selasphorus","unknown",NA,1,"Spring","nest-related","Non-selasphorus spp.","3957_ANHU"
"5/11/1996","Released","Lindsey","Yes","ANHU","Female-like ",NA,1,"Spring","unknown","Non-selasphorus spp.","1049_ANHU"
"8/25/2016","Died","Santa Barbara","No","ANHU","Female-like ",NA,0,"Summer","found on the ground","Non-selasphorus spp.","6920_ANHU"
"1/21/1991","Died","Lindsey","No","ANHU","Female-like ",NA,0,"Winter","window hit","Non-selasphorus spp.","13_ANHU"
"5/27/2001","Died","Lindsey","Yes","ANHU","Female-like ",NA,1,"Spring","found on the ground","Non-selasphorus spp.","2052_ANHU"
"7/13/2007","Died","Lindsey","No","ANHU","Female-like ",NA,2,"Summer","found on the ground","Non-selasphorus spp.","3348_ANHU"
"3/3/2016","Released","malibu","Yes","Selasphorus","Male",NA,2,"Spring","unknown","Selasphorus spp.","6635_ALHU"
"3/5/2014","Died","malibu","Yes","Selasphorus","Female-like ",NA,0,"Spring","found on the ground","Selasphorus spp.","6054_ALHU"
"5/17/2016","Died","malibu","Yes","Selasphorus","unknown",NA,0,"Spring","nest-related","Selasphorus spp.","6732_ALHU"
"5/8/2015","Died","malibu","No","Selasphorus","Female-like ",NA,1,"Spring","found on the ground","Selasphorus spp.","6416_ALHU"
"11/16/2011","Released","Lindsey","Yes","ANHU","Male",NA,0,"Fall","unknown","Non-selasphorus spp.","4324_ANHU"
"6/7/2014","Died","Lindsey","No","ANHU","Male",NA,0,"Summer","found on the ground","Non-selasphorus spp.","5036_ANHU"
"8/12/1991","Died","Lindsey","No","ANHU","Female-like ",NA,0,"Summer","found on the ground","Non-selasphorus spp.","164_ANHU"
"8/13/2012","Released","Lindsey","No","ANHU","Female-like ",NA,0,"Summer","window hit","Non-selasphorus spp.","4554_ANHU"
"3/12/1995","Released","Lindsey","Yes","Non-selasphorus","unknown",NA,0,"Spring","unknown","Non-selasphorus spp.","774_ANHU"
"3/9/1997","Released","Lindsey","Yes","Non-selasphorus","unknown",NA,1,"Spring","nest-related","Non-selasphorus spp.","1170_ANHU"
"4/23/2012","Died","Lindsey","No","ANHU","Female-like ",NA,0,"Spring","unknown","Non-selasphorus spp.","4441_ANHU"
"4/1/1996","Died","Lindsey","No","ANHU","Female-like ",NA,0,"Spring","found on the ground","Non-selasphorus spp.","1006_ANHU"
"10/4/2014","Died","Lindsey","No","ANHU","Female-like ",NA,4,"Fall","found on the ground","Non-selasphorus spp.","5113_ANHU"
"6/12/2005","Died","Lindsey","Yes","Non-selasphorus","unknown",NA,0,"Summer","nest-related","Non-selasphorus spp.","2913_ANHU"
"4/25/2006","Released","Lindsey","Yes","ANHU","Female-like ",NA,0,"Spring","nest-related","Non-selasphorus spp.","3076_ANHU"
"3/26/2013","Released","malibu","No","Selasphorus","unknown",NA,0,"Spring","nest-related","Selasphorus spp.","5761_ALHU"
"3/13/2016","Released","Lindsey","Yes","Non-selasphorus","unknown",NA,0,"Spring","found on the ground","Non-selasphorus spp.","5528_ANHU"
"6/5/2013","Released","malibu","No","Non-selasphorus","unknown",NA,0,"Summer","unknown","Non-selasphorus spp.","5835_ANHU"
"3/21/1993","Died","Lindsey","Yes","ANHU","Female-like ",NA,3,"Spring","found on the ground","Non-selasphorus spp.","402_ANHU"
"7/3/2002","Released","Lindsey","No","Non-selasphorus","unknown",NA,0,"Summer","found on the ground","Non-selasphorus spp.","2301_ANHU"
"1/23/1998","Died","Lindsey","No","ANHU","Female-like ",NA,0,"Winter","found on the ground","Non-selasphorus spp.","1329_ANHU"
"6/12/2013","Died","malibu","No","Selasphorus","Female-like ",NA,0,"Summer","unknown","Selasphorus spp.","5972_ALHU"
"4/2/1996","Died","Lindsey","Yes","ANHU","Female-like ",NA,1,"Spring","caught by domestic animal","Non-selasphorus spp.","1007_ANHU"
"4/2/2016","Released","malibu","No","ANHU","Female-like ",NA,-44,"Spring","nest-related","Non-selasphorus spp.","6712_ANHU"
"4/12/2015","Died","malibu","No","Selasphorus","Female-like ",NA,0,"Spring","found on the ground","Selasphorus spp.","6389_ALHU"
"7/12/1994","Released","Lindsey","Yes","Selasphorus","unknown",NA,2,"Summer","nest-related","Selasphorus spp.","703_ALHU"
"2/22/2012","Released","Lindsey","No","ANHU","Male",NA,0,"Winter","found on the ground","Non-selasphorus spp.","4364_ANHU"
"6/13/2000","Released","Lindsey","Yes","ANHU","Female-like ",NA,0,"Summer","found on the ground","Non-selasphorus spp.","1852_ANHU"
"3/29/2016","Released","malibu","No","Selasphorus","unknown",NA,0,"Spring","nest-related","Selasphorus spp.","6728_ALHU"
"7/23/2011","Released","Lindsey","Yes","ANHU","Female-like ",NA,0,"Summer","found on the ground","Non-selasphorus spp.","4282_ANHU"
"6/6/2015","Died","malibu","No","Selasphorus","unknown",NA,1,"Summer","nest-related","Selasphorus spp.","6449_ALHU"
"6/23/1992","Released","Lindsey","No","ANHU","Female-like ",NA,0,"Summer","window hit","Non-selasphorus spp.","328_ANHU"
"5/6/2015","Released","malibu","Yes","Selasphorus","unknown",NA,2,"Spring","found on the ground","Selasphorus spp.","6407_ALHU"
"6/10/2013","Died","malibu","No","Selasphorus","Female-like ",NA,0,"Summer","unknown","Selasphorus spp.","5967_ALHU"
"4/1/2004","Released","Lindsey","Yes","Non-selasphorus","unknown",NA,1,"Spring","found on the ground","Non-selasphorus spp.","2647_ANHU"
"6/20/1991","Released","Lindsey","No","ANHU","Female-like ",NA,0,"Summer","caught by domestic animal","Non-selasphorus spp.","130_ANHU"
"5/28/2013","Released","Lindsey","No","Non-selasphorus","unknown",NA,0,"Spring","found on the ground","Non-selasphorus spp.","4738_ANHU"
"6/10/2015","Died","malibu","Yes","Selasphorus","Male",NA,1,"Summer","unknown","Selasphorus spp.","6453_ALHU"
"3/9/2009","Released","Lindsey","No","ANHU","Female-like ",NA,0,"Spring","found on the ground","Non-selasphorus spp.","3643_ANHU"
"10/14/2000","Released","Lindsey","No","ANHU","Female-like ",NA,0,"Fall","window hit","Non-selasphorus spp.","1915_ANHU"
"1/5/1997","Died","Lindsey","No","ANHU","Female-like ",NA,0,"Winter","found on the ground","Non-selasphorus spp.","1144_ANHU"
"6/23/2012","Died","Lindsey","Yes","ANHU","Female-like ",NA,0,"Summer","found on the ground","Non-selasphorus spp.","4506_ANHU"
"5/22/1997","Died","Lindsey","No","ANHU","Female-like ",NA,0,"Spring","found on the ground","Non-selasphorus spp.","1243_ANHU"
"5/29/2013","Died","malibu","Yes","Non-selasphorus","unknown",NA,1,"Spring","unknown","Non-selasphorus spp.","5817_ANHU"
"4/5/2005","Died","Lindsey","No","ANHU","Female-like ",NA,0,"Spring","found on the ground","Non-selasphorus spp.","2846_ANHU"
"3/11/1997","Released","Lindsey","Yes","ANHU","Female-like ",NA,0,"Spring","nest-related","Non-selasphorus spp.","1171_ANHU"
"5/18/2015","Died","malibu","No","Selasphorus","unknown",NA,0,"Spring","nest-related","Selasphorus spp.","6426_ALHU"
"2/16/2010","Died","Lindsey","Yes","ANHU","Female-like ",NA,1,"Winter","found on the ground","Non-selasphorus spp.","3864_ANHU"
"4/10/2013","Released","Lindsey","Yes","ANHU","Female-like ",NA,1,"Spring","found on the ground","Non-selasphorus spp.","4680_ANHU"
"2/20/1999","Released","Lindsey","No","ANHU","Female-like ",NA,0,"Winter","unknown","Non-selasphorus spp.","1541_ANHU"
"8/3/2013","Died","Lindsey","No","ANHU","Male",NA,0,"Summer","found on the ground","Non-selasphorus spp.","4798_ANHU"
"2/14/1997","Died","Lindsey","Yes","Selasphorus","Female-like ",NA,0,"Winter","found inside","Selasphorus spp.","1154_ALHU"
"3/26/1991","Died","Lindsey","Yes","ANHU","Female-like ",NA,0,"Spring","found on the ground","Non-selasphorus spp.","45_ANHU"
"6/1/2013","Died","malibu","No","ANHU","Female-like ",NA,1,"Summer","unknown","Non-selasphorus spp.","5822_ANHU"
"3/3/1996","Died","Lindsey","No","Non-selasphorus","unknown",NA,0,"Spring","nest-related","Non-selasphorus spp.","962_ANHU"
"6/13/2003","Died","Lindsey","No","ANHU","Female-like ",NA,0,"Summer","suspect torpor-like state","Non-selasphorus spp.","2510_ANHU"
"6/10/2005","Released","Lindsey","Yes","Non-selasphorus","unknown",NA,0,"Summer","found on the ground","Non-selasphorus spp.","2911_ANHU"
"7/18/2014","Died","Lindsey","No","ANHU","Female-like ",NA,0,"Summer","caught by domestic animal","Non-selasphorus spp.","5087_ANHU"
"6/16/2012","Released","Lindsey","Yes","Non-selasphorus","unknown",NA,1,"Summer","found on the ground","Non-selasphorus spp.","4498_ANHU"
"1/21/2001","Died","Lindsey","Yes","ANHU","Female-like ",NA,0,"Winter","found on the ground","Non-selasphorus spp.","1942_ANHU"
"2/7/2013","Died","Lindsey","Yes","ANHU","Female-like ",NA,0,"Winter","found inside","Non-selasphorus spp.","4604_ANHU"
"1/28/2013","Released","Lindsey","No","ANHU","Male",NA,0,"Winter","window hit","Non-selasphorus spp.","4597_ANHU"
"2/24/1997","Died","Lindsey","No","Non-selasphorus","unknown",NA,0,"Winter","nest-related","Non-selasphorus spp.","1164_ANHU"
"10/1/2007","Died","Lindsey","Yes","ANHU","Female-like ",NA,1,"Fall","found on the ground","Non-selasphorus spp.","3376_ANHU"
"12/4/2013","Released","malibu","No","Selasphorus","Male",NA,0,"Winter","found on the ground","Selasphorus spp.","5925_ALHU"
"4/1/2015","Died","Lindsey","No","Non-selasphorus","unknown",NA,0,"Spring","nest-related","Non-selasphorus spp.","5241_ANHU"
"5/8/2016","Died","malibu","Yes","Selasphorus","Female-like ",NA,0,"Spring","found on the ground","Selasphorus spp.","6704_ALHU"
"3/23/1999","Died","Lindsey","Yes","ANHU","Female-like ",NA,0,"Spring","found on the ground","Non-selasphorus spp.","1562_ANHU"
"5/10/2002","Died","Lindsey","No","ANHU","Female-like ",NA,0,"Spring","caught by domestic animal","Non-selasphorus spp.","2240_ANHU"
"4/29/2001","Released","Lindsey","Yes","ANHU","Female-like ",NA,2,"Spring","found on the ground","Non-selasphorus spp.","2030_ANHU"
"2/22/2010","Died","Lindsey","No","Non-selasphorus","unknown",NA,0,"Winter","found on the ground","Non-selasphorus spp.","3869_ANHU"
"6/12/2003","Released","Lindsey","No","ANHU","Female-like ",NA,0,"Summer","found on the ground","Non-selasphorus spp.","2509_ANHU"
"3/15/2015","Released","malibu","Yes","Selasphorus","unknown",NA,1,"Spring","nest-related","Selasphorus spp.","6520_ALHU"
"5/20/2015","Released","malibu","No","Selasphorus","Female-like ",NA,-247,"Spring","unknown","Selasphorus spp.","6608_ALHU"
"7/22/2007","Died","Lindsey","No","ANHU","Female-like ",NA,0,"Summer","found on the ground","Non-selasphorus spp.","3356_ANHU"
"11/9/2002","Released","Lindsey","No","ANHU","Female-like ",NA,0,"Fall","window hit","Non-selasphorus spp.","2348_ANHU"
"4/28/2005","Released","Lindsey","No","ANHU","Female-like ",NA,0,"Spring","found on the ground","Non-selasphorus spp.","2863_ANHU"
"5/27/2003","Died","Lindsey","No","Non-selasphorus","unknown",NA,0,"Spring","nest-related","Non-selasphorus spp.","2497_ANHU"
"8/26/1994","Died","Lindsey","No","ANHU","Female-like ",NA,1,"Summer","found on the ground","Non-selasphorus spp.","721_ANHU"
"2/8/2001","Released","Lindsey","No","ANHU","Female-like ",NA,0,"Winter","window hit","Non-selasphorus spp.","1953_ANHU"
"3/11/2012","Died","Lindsey","No","ANHU","Female-like ",NA,0,"Spring","found on the ground","Non-selasphorus spp.","4383_ANHU"
"12/15/2001","Died","Lindsey","No","ANHU","Female-like ",NA,0,"Winter","window hit","Non-selasphorus spp.","2140_ANHU"
"2/2/2013","Released","malibu","No","ANHU","Female-like ",NA,0,"Winter","unknown","Non-selasphorus spp.","5737_ANHU"
"4/28/2004","Released","Lindsey","No","Non-selasphorus","unknown",NA,0,"Spring","nest-related","Non-selasphorus spp.","2678_ANHU"
"2/27/2010","Released","Lindsey","Yes","Non-selasphorus","unknown",NA,1,"Winter","nest-related","Non-selasphorus spp.","3874_ANHU"
"6/17/2013","Died","malibu","No","ANHU","Female-like ",NA,0,"Summer","unknown","Non-selasphorus spp.","5987_ANHU"
"2/25/2000","Died","Lindsey","No","ANHU","Female-like ",NA,0,"Winter","found on the ground","Non-selasphorus spp.","1742_ANHU"
"6/14/1996","Released","Lindsey","No","Non-selasphorus","unknown",NA,0,"Summer","unknown","Non-selasphorus spp.","1079_ANHU"
"4/23/2008","Released","Lindsey","No","Non-selasphorus","unknown",NA,0,"Spring","unknown","Non-selasphorus spp.","3480_ANHU"
"11/29/2010","Died","Lindsey","Yes","ANHU","Female-like ",NA,0,"Fall","found on the ground","Non-selasphorus spp.","4078_ANHU"
"5/31/2015","Died","Lindsey","No","BCHU","Female-like ",NA,0,"Spring","found on the ground","Non-selasphorus spp.","5346_BCHU"
"5/3/2014","Died","Lindsey","Yes","ANHU","Female-like ",NA,0,"Spring","caught by domestic animal","Non-selasphorus spp.","4983_ANHU"
"6/6/2005","Released","Lindsey","Yes","Non-selasphorus","unknown",NA,1,"Summer","nest-related","Non-selasphorus spp.","2909_ANHU"
"4/23/2000","Died","Lindsey","No","Non-selasphorus","unknown",NA,0,"Spring","nest-related","Non-selasphorus spp.","1806_ANHU"
"7/3/2009","Released","Lindsey","Yes","ANHU","Female-like ",NA,1,"Summer","caught by domestic animal","Non-selasphorus spp.","3776_ANHU"
"6/20/2016","Released","Santa Barbara","Yes","ANHU","Female-like ",NA,1,"Summer","found on the ground","Non-selasphorus spp.","6885_ANHU"
"6/9/2014","Died","Lindsey","Yes","ANHU","Female-like ",NA,0,"Summer","caught by domestic animal","Non-selasphorus spp.","5040_ANHU"
"5/5/2015","Died","Lindsey","No","ANHU","Female-like ",NA,0,"Spring","found on the ground","Non-selasphorus spp.","5308_ANHU"
"2/25/2004","Released","Lindsey","No","Non-selasphorus","unknown",NA,1,"Winter","unknown","Non-selasphorus spp.","2619_ANHU"
"6/10/2010","Died","Lindsey","Yes","Non-selasphorus","unknown",NA,2,"Summer","nest-related","Non-selasphorus spp.","3984_ANHU"
"12/30/2005","Died","Lindsey","Yes","ANHU","Female-like ",NA,0,"Winter","found on the ground","Non-selasphorus spp.","2987_ANHU"
"5/6/2016","Died","malibu","No","ANHU","Female-like ",NA,0,"Spring","unknown","Non-selasphorus spp.","6703_ANHU"
"5/21/2015","Died","Lindsey","Yes","ANHU","Female-like ",NA,1,"Spring","found on the ground","Non-selasphorus spp.","5330_ANHU"
"5/2/2007","Died","Lindsey","No","ANHU","Female-like ",NA,0,"Spring","found on the ground","Non-selasphorus spp.","3275_ANHU"
"9/8/2013","Died","malibu","Yes","ANHU","Male",NA,1,"Fall","unknown","Non-selasphorus spp.","5891_ANHU"
"4/14/1991","Died","Lindsey","No","ANHU","Female-like ",NA,0,"Spring","unknown","Non-selasphorus spp.","69_ANHU"
"9/29/2006","Died","Lindsey","Yes","ANHU","Female-like ",NA,2,"Fall","caught by domestic animal","Non-selasphorus spp.","3158_ANHU"
"2/3/2006","Released","Lindsey","No","ANHU","Female-like ",NA,0,"Winter","found on the ground","Non-selasphorus spp.","2998_ANHU"
"8/21/1998","Released","Lindsey","Yes","BCHU","Female-like ",NA,18,"Summer","found on the ground","Non-selasphorus spp.","1491_BCHU"
"1/22/2016","Died","Lindsey","No","ANHU","Male",NA,0,"Winter","found on the ground","Non-selasphorus spp.","5474_ANHU"
"6/3/1999","Released","Lindsey","No","Non-selasphorus","unknown",NA,0,"Summer","found on the ground","Non-selasphorus spp.","1646_ANHU"
"3/19/2008","Died","Lindsey","No","ANHU","Female-like ",NA,0,"Spring","caught by domestic animal","Non-selasphorus spp.","3440_ANHU"
"5/31/2014","Died","Lindsey","No","ANHU","Female-like ",NA,0,"Spring","nest-related","Non-selasphorus spp.","5021_ANHU"
"7/20/1992","Died","Lindsey","Yes","ANHU","Female-like ",NA,0,"Summer","unknown","Non-selasphorus spp.","344_ANHU"
"4/6/1996","Died","Lindsey","No","Selasphorus","Female-like ",NA,0,"Spring","window hit","Selasphorus spp.","1011_ALHU"
"6/25/2013","Died","Lindsey","No","ANHU","Male",NA,0,"Summer","caught by domestic animal","Non-selasphorus spp.","4778_ANHU"
"4/16/1996","Released","Lindsey","No","Non-selasphorus","unknown",NA,2,"Spring","found on the ground","Non-selasphorus spp.","1025_ANHU"
"6/3/2016","Died","malibu","No","ANHU","Female-like ",NA,0,"Summer","caught by domestic animal","Non-selasphorus spp.","6745_ANHU"
"5/1/2015","Died","malibu","Yes","Selasphorus","Female-like ",NA,2,"Spring","unknown","Selasphorus spp.","6404_ALHU"
"3/26/2014","Released","malibu","Yes","Selasphorus","Female-like ",NA,0,"Spring","found on the ground","Selasphorus spp.","6198_ALHU"
"7/31/2010","Died","Lindsey","No","ANHU","Female-like ",NA,0,"Summer","caught by domestic animal","Non-selasphorus spp.","4041_ANHU"
"5/19/2006","Died","Lindsey","No","ANHU","Female-like ",NA,0,"Spring","found on the ground","Non-selasphorus spp.","3093_ANHU"
"8/5/2015","Died","Lindsey","No","ANHU","Female-like ",NA,0,"Summer","window hit","Non-selasphorus spp.","5427_ANHU"
"5/28/2001","Released","Lindsey","No","Non-selasphorus","unknown",NA,0,"Spring","nest-related","Non-selasphorus spp.","2054_ANHU"
"12/3/2011","Died","Lindsey","Yes","ANHU","Male",NA,1,"Winter","found on the ground","Non-selasphorus spp.","4331_ANHU"
"6/15/2015","Died","Lindsey","No","ANHU","Male",NA,0,"Summer","found on the ground","Non-selasphorus spp.","5384_ANHU"
"2/12/2004","Died","Lindsey","No","ANHU","Female-like ",NA,0,"Winter","found inside","Non-selasphorus spp.","2607_ANHU"
"8/27/2001","Died","Lindsey","No","Selasphorus","Female-like ",NA,0,"Summer","found inside","Selasphorus spp.","2117_RUHU"
"1/10/2016","Died","Santa Barbara","No","ANHU","Female-like ",NA,0,"Winter","found on the ground","Non-selasphorus spp.","6838_ANHU"
"2/26/1994","Released","Lindsey","No","Non-selasphorus","unknown",NA,0,"Winter","found on the ground","Non-selasphorus spp.","575_ANHU"
"3/23/1991","Died","Lindsey","No","ANHU","Female-like ",NA,0,"Spring","window hit","Non-selasphorus spp.","44_ANHU"
"11/10/1994","Released","Lindsey","No","ANHU","Female-like ",NA,0,"Fall","found on the ground","Non-selasphorus spp.","732_ANHU"
"11/4/2014","Died","Lindsey","Yes","ANHU","Male",NA,1,"Fall","found on the ground","Non-selasphorus spp.","5123_ANHU"
"6/29/2008","Died","Lindsey","Yes","Non-selasphorus","unknown",NA,5,"Summer","caught by domestic animal","Non-selasphorus spp.","3543_BCHU"
"3/1/1999","Died","Lindsey","No","ANHU","Female-like ",NA,0,"Spring","caught by domestic animal","Non-selasphorus spp.","1544_ANHU"
"6/23/1998","Died","Lindsey","Yes","ANHU","Female-like ",NA,0,"Summer","found on the ground","Non-selasphorus spp.","1446_ANHU"
"3/30/2016","Released","malibu","Yes","Selasphorus","Female-like ",NA,0,"Spring","unknown","Selasphorus spp.","6665_ALHU"
"6/28/2015","Released","Lindsey","No","Non-selasphorus","unknown",NA,0,"Summer","found on the ground","Non-selasphorus spp.","5402_ANHU"
"2/15/2013","Died","malibu","No","Selasphorus","Male",NA,1,"Winter","unknown","Selasphorus spp.","5738_ALHU"
"12/10/2013","Died","Lindsey","Yes","ANHU","Male",NA,1,"Winter","found on the ground","Non-selasphorus spp.","4843_ANHU"
"3/19/1997","Released","Lindsey","No","Non-selasphorus","unknown",NA,4,"Spring","found on the ground","Non-selasphorus spp.","1184_ANHU"
"5/29/1998","Died","Lindsey","No","ANHU","Female-like ",NA,0,"Spring","found on the ground","Non-selasphorus spp.","1427_ANHU"
"8/3/2012","Released","Lindsey","Yes","ANHU","Male",NA,1,"Summer","found on the ground","Non-selasphorus spp.","4548_ANHU"
"10/14/1997","Died","Lindsey","Yes","ANHU","Female-like ",NA,0,"Fall","found on the ground","Non-selasphorus spp.","1312_ANHU"
"4/8/2004","Released","Lindsey","No","Non-selasphorus","unknown",NA,0,"Spring","found on the ground","Non-selasphorus spp.","2653_ANHU"
"12/19/2006","Died","Lindsey","No","ANHU","Female-like ",NA,1,"Winter","found on the ground","Non-selasphorus spp.","3182_ANHU"
"6/15/2008","Released","Lindsey","No","Non-selasphorus","unknown",NA,0,"Summer","nest-related","Non-selasphorus spp.","3524_ANHU"
"12/12/2011","Released","Lindsey","No","ANHU","Male",NA,0,"Winter","window hit","Non-selasphorus spp.","4334_ANHU"
"1/27/2013","Died","Lindsey","No","Non-selasphorus","unknown",NA,0,"Winter","nest-related","Non-selasphorus spp.","4810_ANHU"
"2/7/2014","Died","Lindsey","No","ANHU","Male",NA,0,"Winter","suspect torpor-like state","Non-selasphorus spp.","4874_ANHU"
"6/24/1995","Died","Lindsey","No","ANHU","Female-like ",NA,0,"Summer","nest-related","Non-selasphorus spp.","883_ANHU"
"5/11/1998","Released","Lindsey","Yes","Non-selasphorus","unknown",NA,1,"Spring","found on the ground","Non-selasphorus spp.","1412_ANHU"
"8/10/1993","Died","Lindsey","No","Selasphorus","Female-like ",NA,0,"Summer","caught by domestic animal","Selasphorus spp.","536_ALHU"
"4/11/1992","Released","Lindsey","Yes","Non-selasphorus","unknown",NA,1,"Spring","found on the ground","Non-selasphorus spp.","246_ANHU"
"3/26/2015","Died","malibu","Yes","ANHU","Female-like ",NA,0,"Spring","window hit","Non-selasphorus spp.","6374_ANHU"
